Date,Kick Off (local),Home Team,Away Team,Venue,Home Score,Away Score,Play Off Game?,Home Odds Close,Away Odds Close,Winning Team,lat,long,Weather
2019-04-05,19:50:00,Melbourne,Essendon,MCG,112,130,0,1.47,2.8,Essendon,28.4594965,77.0266383,
2019-04-04,19:20:00,Adelaide,Geelong,Adelaide Oval,75,99,0,2.1,1.77,Geelong,-34.9156274,138.5963065,0.0
2019-03-31,15:40:00,Gold Coast,Fremantle,People First Stadium,61,58,0,3.1,1.4,Gold Coast,-28.0063039,153.3671008,2.6
2019-03-31,15:20:00,Hawthorn,Western Bulldogs,MCG,87,106,0,1.4,3.1,Western Bulldogs,28.4594965,77.0266383,0.0
2019-03-31,13:10:00,North Melbourne,Brisbane,Marvel Stadium,87,107,0,1.85,2.0,Brisbane,-37.8165647,144.9475055,1.4
2019-03-30,17:10:00,West Coast,GWS Giants,Optus Stadium,104,52,0,1.45,2.85,West Coast,-31.9511355,115.8890382,0.0
2019-03-30,19:25:00,Geelong,Melbourne,GMHBA Stadium,126,46,0,1.58,2.45,Geelong,-38.1579979,144.354673,0.0
2019-03-30,16:40:00,Port Adelaide,Carlton,Adelaide Oval,88,72,0,1.16,5.6,Port Adelaide,-34.9156274,138.5963065,2.2
2019-03-30,16:35:00,Essendon,St Kilda,Marvel Stadium,65,76,0,1.38,3.2,St Kilda,-37.8165647,144.9475055,0.6
2019-03-29,19:50:00,Sydney,Adelaide,Sydney Cricket Ground,62,88,0,1.8,2.05,Adelaide,-33.8915316,151.2248515,0.0
2019-03-28,19:20:00,Richmond,Collingwood,MCG,66,110,0,1.95,1.9,Collingwood,28.4594965,77.0266383,
2019-03-24,15:20:00,Fremantle,North Melbourne,Optus Stadium,141,59,0,2.15,1.75,Fremantle,-31.9511355,115.8890382,0.0
2019-03-24,15:20:00,GWS Giants,Essendon,ENGIE Stadium,112,40,0,1.8,2.05,GWS Giants,-33.84306979999999,151.0676963,0.2
2019-03-24,13:10:00,St Kilda,Gold Coast,Marvel Stadium,85,84,0,1.25,4.15,St Kilda,-37.8165647,144.9475055,2.4
2019-03-23,19:20:00,Brisbane,West Coast,Gabba,102,58,0,2.18,1.72,Brisbane,-27.4858376,153.0380853,0.0
2019-03-23,19:25:00,Western Bulldogs,Sydney,Marvel Stadium,82,65,0,2.5,1.56,Western Bulldogs,-37.8165647,144.9475055,0.0
2019-03-23,16:05:00,Adelaide,Hawthorn,Adelaide Oval,55,87,0,1.28,3.85,Hawthorn,-34.9156274,138.5963065,0.0
2019-03-23,13:45:00,Melbourne,Port Adelaide,MCG,61,87,0,1.2,4.8,Port Adelaide,28.4594965,77.0266383,
2019-03-22,19:50:00,Collingwood,Geelong,MCG,65,72,0,1.5,2.68,Geelong,28.4594965,77.0266383,
2019-03-21,19:20:00,Carlton,Richmond,MCG,64,97,0,7.25,1.11,Richmond,28.4594965,77.0266383,
2018-09-29,14:30:00,West Coast,Collingwood,MCG,79,74,1,2.27,1.7,West Coast,28.4594965,77.0266383,
2018-09-22,13:20:00,West Coast,Melbourne,Optus Stadium,121,55,1,1.8,2.05,West Coast,-31.9511355,115.8890382,0.0
2018-09-21,19:50:00,Richmond,Collingwood,MCG,58,97,1,1.42,3.0,Collingwood,28.4594965,77.0266383,
2018-09-15,19:25:00,Collingwood,GWS Giants,MCG,69,59,1,1.58,2.45,Collingwood,28.4594965,77.0266383,
2018-09-14,19:50:00,Hawthorn,Melbourne,MCG,71,104,1,3.0,1.42,Melbourne,28.4594965,77.0266383,
2018-09-08,18:10:00,West Coast,Collingwood,Optus Stadium,86,70,1,1.63,2.35,West Coast,-31.9511355,115.8890382,2.6
2018-09-08,16:20:00,Sydney,GWS Giants,Sydney Cricket Ground,30,79,1,1.97,1.86,GWS Giants,-33.8915316,151.2248515,32.0
2018-09-07,19:50:00,Melbourne,Geelong,MCG,75,46,1,1.9,1.95,Melbourne,28.4594965,77.0266383,0.0
2018-09-06,19:20:00,Richmond,Hawthorn,MCG,95,64,1,1.42,3.0,Richmond,28.4594965,77.0266383,2.0
2018-08-26,16:40:00,St Kilda,North Melbourne,Marvel Stadium,94,117,0,3.35,1.35,North Melbourne,-37.8165647,144.9475055,0.0
2018-08-26,15:20:00,Melbourne,GWS Giants,MCG,102,57,0,1.48,2.75,Melbourne,28.4594965,77.0266383,
2018-08-26,13:10:00,Brisbane,West Coast,Gabba,72,98,0,2.15,1.75,West Coast,-27.4858376,153.0380853,11.2
2018-08-25,17:25:00,Carlton,Adelaide,Marvel Stadium,61,165,0,5.2,1.18,Adelaide,-37.8165647,144.9475055,0.0
2018-08-25,19:25:00,Sydney,Hawthorn,Sydney Cricket Ground,74,83,0,2.25,1.68,Hawthorn,-33.8915316,151.2248515,0.4
2018-08-25,16:35:00,Fremantle,Collingwood,Optus Stadium,67,76,0,5.6,1.16,Collingwood,-31.9511355,115.8890382,0.0
2018-08-25,13:45:00,Richmond,Western Bulldogs,MCG,98,95,0,1.1,8.0,Richmond,28.4594965,77.0266383,
2018-08-25,13:45:00,Geelong,Gold Coast,GMHBA Stadium,142,40,0,1.01,21.0,Geelong,-38.1579979,144.354673,0.0
2018-08-24,19:50:00,Port Adelaide,Essendon,Adelaide Oval,89,111,0,1.6,2.4,Essendon,-34.9156274,138.5963065,0.0
2018-08-19,16:10:00,Adelaide,North Melbourne,Adelaide Oval,86,77,0,1.38,3.2,Adelaide,-34.9156274,138.5963065,1.0
2018-08-19,13:20:00,West Coast,Melbourne,Optus Stadium,91,108,0,1.75,2.15,Melbourne,-31.9511355,115.8890382,0.0
2018-08-19,13:10:00,Carlton,Western Bulldogs,Marvel Stadium,49,66,0,4.5,1.22,Western Bulldogs,-37.8165647,144.9475055,4.2
2018-08-18,19:25:00,Gold Coast,Brisbane,People First Stadium,74,78,0,4.15,1.25,Brisbane,-28.0063039,153.3671008,0.0
2018-08-18,19:25:00,St Kilda,Hawthorn,Marvel Stadium,76,80,0,5.4,1.17,Hawthorn,-37.8165647,144.9475055,0.6
2018-08-18,16:35:00,GWS Giants,Sydney,ENGIE Stadium,60,80,0,1.75,2.15,Sydney,-33.84306979999999,151.0676963,0.0
2018-08-18,14:10:00,Geelong,Fremantle,GMHBA Stadium,158,25,0,1.06,10.5,Geelong,-38.1579979,144.354673,0.2
2018-08-18,13:45:00,Collingwood,Port Adelaide,MCG,115,64,0,1.48,2.75,Collingwood,28.4594965,77.0266383,0.0
2018-08-17,19:50:00,Richmond,Essendon,MCG,81,73,0,1.48,2.75,Richmond,28.4594965,77.0266383,6.1
2018-08-12,14:40:00,Fremantle,Carlton,Optus Stadium,101,72,0,1.27,4.0,Fremantle,-31.9511355,115.8890382,0.0
2018-08-12,15:20:00,Melbourne,Sydney,MCG,78,87,0,1.33,3.5,Sydney,28.4594965,77.0266383,0.3
2018-08-12,13:10:00,North Melbourne,Western Bulldogs,Marvel Stadium,85,92,0,1.3,3.7,Western Bulldogs,-37.8165647,144.9475055,0.2
2018-08-11,19:25:00,Collingwood,Brisbane,Marvel Stadium,104,73,0,1.25,4.15,Collingwood,-37.8165647,144.9475055,5.8
2018-08-11,19:25:00,GWS Giants,Adelaide,Manuka Oval,106,92,0,1.5,2.68,GWS Giants,-35.318133,149.134662,3.0
2018-08-11,16:05:00,Port Adelaide,West Coast,Adelaide Oval,58,62,0,1.38,3.2,West Coast,-34.9156274,138.5963065,7.6
2018-08-11,14:10:00,Gold Coast,Richmond,People First Stadium,51,125,0,15.0,1.03,Richmond,-28.0063039,153.3671008,0.0
2018-08-11,13:45:00,Hawthorn,Geelong,MCG,71,60,0,2.68,1.5,Hawthorn,28.4594965,77.0266383,0.5
2018-08-10,19:50:00,Essendon,St Kilda,Marvel Stadium,122,79,0,1.19,5.0,Essendon,-37.8165647,144.9475055,0.0
2018-08-05,14:40:00,West Coast,Fremantle,Optus Stadium,142,84,0,1.17,5.4,West Coast,-31.9511355,115.8890382,12.2
2018-08-05,15:20:00,Melbourne,Gold Coast,MCG,143,47,0,1.03,15.0,Melbourne,28.4594965,77.0266383,
2018-08-05,13:10:00,Carlton,GWS Giants,Marvel Stadium,46,151,0,8.0,1.1,GWS Giants,-37.8165647,144.9475055,0.0
2018-08-04,19:25:00,St Kilda,Western Bulldogs,Marvel Stadium,68,103,0,1.58,2.45,Western Bulldogs,-37.8165647,144.9475055,1.8
2018-08-04,19:25:00,Sydney,Collingwood,Sydney Cricket Ground,73,71,0,1.65,2.3,Sydney,-33.8915316,151.2248515,0.0
2018-08-04,16:35:00,Adelaide,Port Adelaide,Adelaide Oval,96,93,0,2.0,1.85,Adelaide,-34.9156274,138.5963065,1.6
2018-08-04,14:10:00,Brisbane,North Melbourne,Gabba,104,107,0,1.75,2.15,North Melbourne,-27.4858376,153.0380853,0.0
2018-08-04,13:45:00,Hawthorn,Essendon,MCG,107,103,0,2.1,1.77,Hawthorn,28.4594965,77.0266383,
2018-08-03,19:50:00,Richmond,Geelong,MCG,85,82,0,1.44,2.9,Richmond,28.4594965,77.0266383,
2018-07-29,14:40:00,Fremantle,Hawthorn,Optus Stadium,53,112,0,3.0,1.42,Hawthorn,-31.9511355,115.8890382,0.0
2018-07-29,15:20:00,Western Bulldogs,Port Adelaide,Mars Stadium,34,78,0,3.5,1.33,Port Adelaide,-37.5386209,143.8479833,10.4
2018-07-29,13:10:00,North Melbourne,West Coast,Blundstone Arena,81,41,0,1.68,2.25,North Melbourne,-42.8772963,147.3740128,3.2
2018-07-28,19:10:00,Adelaide,Melbourne,Adelaide Oval,77,90,0,1.75,2.15,Melbourne,-34.9156274,138.5963065,0.2
2018-07-28,19:25:00,Gold Coast,Carlton,People First Stadium,44,79,0,1.38,3.2,Carlton,-28.0063039,153.3671008,0.0
2018-07-28,16:35:00,GWS Giants,St Kilda,ENGIE Stadium,86,61,0,1.14,6.25,GWS Giants,-33.84306979999999,151.0676963,0.0
2018-07-28,14:10:00,Geelong,Brisbane,GMHBA Stadium,120,78,0,1.2,4.8,Geelong,-38.1579979,144.354673,0.0
2018-07-28,13:45:00,Richmond,Collingwood,MCG,105,77,0,1.36,3.3,Richmond,28.4594965,77.0266383,2.0
