Date,Kick Off (local),Home Team,Away Team,Venue,Home Score,Away Score,Play Off Game?,Home Odds Close,Away Odds Close,Winning Team,lat,long,Weather
2020-09-20,15:35:00,Sydney,Geelong,People First Stadium,63,69,0,6.75,1.12,Geelong,-28.0063039,153.3671008,0.0
2020-09-20,12:35:00,Hawthorn,Gold Coast,Adelaide Oval,108,57,0,2.0,1.85,Hawthorn,-34.9156274,138.5963065,0.0
2020-09-19,19:40:00,Brisbane,Carlton,Gabba,78,61,0,1.2,4.8,Brisbane,-27.4858376,153.0380853,0.4
2020-09-19,17:10:00,Adelaide,Richmond,Adelaide Oval,33,77,0,4.5,1.22,Richmond,-34.9156274,138.5963065,0.2
2020-09-19,14:10:00,Essendon,Melbourne,People First Stadium,49,68,0,2.68,1.5,Melbourne,-28.0063039,153.3671008,18.4
2020-09-18,19:50:00,St Kilda,GWS Giants,Gabba,82,30,0,1.83,2.02,St Kilda,-27.4858376,153.0380853,0.0
2020-09-17,19:10:00,North Melbourne,West Coast,People First Stadium,34,49,0,9.0,1.08,West Coast,-28.0063039,153.3671008,0.0
2020-09-14,19:10:00,Collingwood,Gold Coast,Gabba,68,46,0,1.22,4.5,Collingwood,-27.4858376,153.0380853,0.8
2020-09-13,19:10:00,Sydney,Brisbane,Cazaly’s Stadium,41,73,0,3.5,1.33,Brisbane,-16.9357343,145.7490706,
2020-09-13,15:05:00,Hawthorn,Western Bulldogs,Adelaide Oval,40,76,0,4.0,1.27,Western Bulldogs,-34.9156274,138.5963065,7.8
2020-09-13,13:05:00,Carlton,Adelaide,People First Stadium,56,72,0,1.33,3.5,Adelaide,-28.0063039,153.3671008,7.8
2020-09-12,19:40:00,GWS Giants,Melbourne,Gabba,74,79,0,1.75,2.15,Melbourne,-27.4858376,153.0380853,0.2
2020-09-12,16:05:00,Port Adelaide,Essendon,Adelaide Oval,79,29,0,1.13,6.5,Port Adelaide,-34.9156274,138.5963065,0.0
2020-09-12,13:45:00,North Melbourne,Fremantle,People First Stadium,35,99,0,3.0,1.42,Fremantle,-28.0063039,153.3671008,0.2
2020-09-11,19:50:00,Geelong,Richmond,People First Stadium,31,57,0,1.7,2.22,Richmond,-28.0063039,153.3671008,12.0
2020-09-10,19:10:00,St Kilda,West Coast,Gabba,50,65,0,1.7,2.22,West Coast,-27.4858376,153.0380853,0.0
2020-09-09,19:10:00,Brisbane,Gold Coast,Gabba,88,43,0,1.27,4.0,Brisbane,-27.4858376,153.0380853,0.0
2020-09-08,20:10:00,Carlton,Sydney,People First Stadium,57,52,0,1.56,2.5,Carlton,-28.0063039,153.3671008,0.0
2020-09-08,17:10:00,Adelaide,GWS Giants,Adelaide Oval,59,47,0,3.85,1.28,Adelaide,-34.9156274,138.5963065,0.0
2020-09-07,19:10:00,Melbourne,Fremantle,Cazaly’s Stadium,33,47,0,1.5,2.68,Fremantle,-16.9357343,145.7490706,
2020-09-06,18:10:00,Western Bulldogs,West Coast,People First Stadium,49,47,0,1.72,2.18,Western Bulldogs,-28.0063039,153.3671008,0.0
2020-09-06,15:35:00,Geelong,Essendon,Gabba,108,42,0,1.22,4.5,Geelong,-27.4858376,153.0380853,0.0
2020-09-06,13:05:00,St Kilda,Hawthorn,People First Stadium,80,66,0,1.25,4.15,St Kilda,-28.0063039,153.3671008,0.0
2020-09-05,19:40:00,North Melbourne,Port Adelaide,People First Stadium,42,78,0,7.25,1.11,Port Adelaide,-28.0063039,153.3671008,0.0
2020-09-04,19:50:00,Brisbane,Collingwood,Gabba,42,34,0,1.38,3.2,Brisbane,-27.4858376,153.0380853,0.0
2020-09-03,19:10:00,GWS Giants,Carlton,People First Stadium,48,39,0,1.47,2.7,GWS Giants,-28.0063039,153.3671008,0.0
2020-09-03,16:40:00,Sydney,Melbourne,Cazaly’s Stadium,67,46,0,4.0,1.27,Sydney,-16.9357343,145.7490706,
2020-09-02,19:10:00,Richmond,Fremantle,People First Stadium,56,29,0,1.1,8.0,Richmond,-28.0063039,153.3671008,0.0
2020-09-01,20:10:00,West Coast,Essendon,Gabba,60,45,0,1.44,2.9,West Coast,-27.4858376,153.0380853,0.0
2020-09-01,17:10:00,Hawthorn,Adelaide,Adelaide Oval,48,83,0,1.42,3.0,Adelaide,-34.9156274,138.5963065,0.0
2020-08-30,18:10:00,Gold Coast,North Melbourne,People First Stadium,91,28,0,1.6,2.4,Gold Coast,-28.0063039,153.3671008,1.2
2020-08-30,15:35:00,Carlton,Collingwood,Gabba,48,72,0,1.95,1.9,Collingwood,-27.4858376,153.0380853,0.0
2020-08-29,19:10:00,Melbourne,St Kilda,Traeger Park,52,49,0,1.95,1.9,Melbourne,-23.7090616,133.8750197,0.0
2020-08-29,14:35:00,Fremantle,GWS Giants,Optus Stadium,53,91,0,2.18,1.72,GWS Giants,-31.9511355,115.8890382,2.8
2020-08-29,13:15:00,Port Adelaide,Sydney,Adelaide Oval,73,47,0,1.11,7.25,Port Adelaide,-34.9156274,138.5963065,0.0
2020-08-28,19:50:00,Western Bulldogs,Geelong,People First Stadium,61,72,0,2.8,1.47,Geelong,-28.0063039,153.3671008,0.0
2020-08-27,19:10:00,Richmond,West Coast,People First Stadium,88,61,0,1.68,2.25,Richmond,-28.0063039,153.3671008,0.0
2020-08-27,16:10:00,Hawthorn,Essendon,Adelaide Oval,71,87,0,1.95,1.9,Essendon,-34.9156274,138.5963065,0.0
2020-08-24,19:10:00,Collingwood,North Melbourne,Gabba,65,35,0,1.36,3.3,Collingwood,-27.4858376,153.0380853,0.0
2020-08-23,16:10:00,West Coast,GWS Giants,Optus Stadium,61,49,0,1.31,3.5,West Coast,-31.9511355,115.8890382,1.0
2020-08-23,15:35:00,Brisbane,St Kilda,Gabba,50,48,0,1.38,3.2,Brisbane,-27.4858376,153.0380853,0.0
2020-08-23,12:35:00,Adelaide,Geelong,Adelaide Oval,37,65,0,11.0,1.05,Geelong,-34.9156274,138.5963065,0.2
2020-08-22,18:10:00,Fremantle,Sydney,Optus Stadium,50,19,0,1.52,2.55,Fremantle,-31.9511355,115.8890382,0.0
2020-08-22,19:15:00,Essendon,Richmond,TIO Stadium,61,73,0,4.5,1.22,Richmond,-12.3991939,130.8873116,0.0
2020-08-22,16:05:00,Port Adelaide,Hawthorn,Adelaide Oval,68,58,0,1.15,6.0,Port Adelaide,-34.9156274,138.5963065,4.6
2020-08-22,13:45:00,Western Bulldogs,Melbourne,People First Stadium,80,52,0,1.75,2.15,Western Bulldogs,-28.0063039,153.3671008,0.0
2020-08-21,19:20:00,Gold Coast,Carlton,TIO Stadium,27,60,0,2.68,1.5,Carlton,-12.3991939,130.8873116,0.0
2020-08-17,19:10:00,Richmond,Gold Coast,Gabba,53,32,0,1.22,4.5,Richmond,-27.4858376,153.0380853,0.0
2020-08-16,16:10:00,West Coast,Hawthorn,Optus Stadium,81,49,0,1.22,4.5,West Coast,-31.9511355,115.8890382,19.2
2020-08-16,13:35:00,St Kilda,Essendon,Gabba,68,33,0,1.42,3.0,St Kilda,-27.4858376,153.0380853,6.4
2020-08-16,13:05:00,Western Bulldogs,Adelaide,People First Stadium,111,54,0,1.15,6.0,Western Bulldogs,-28.0063039,153.3671008,0.2
2020-08-15,18:10:00,Fremantle,Carlton,Optus Stadium,36,40,0,1.65,2.3,Carlton,-31.9511355,115.8890382,0.6
2020-08-15,17:10:00,Melbourne,Collingwood,Gabba,100,44,0,2.4,1.6,Melbourne,-27.4858376,153.0380853,1.4
2020-08-15,14:35:00,North Melbourne,Brisbane,People First Stadium,52,53,0,9.0,1.08,Brisbane,-28.0063039,153.3671008,2.0
2020-08-14,19:50:00,Geelong,Port Adelaide,People First Stadium,91,31,0,1.95,1.9,Geelong,-28.0063039,153.3671008,0.0
2020-08-13,18:10:00,Sydney,GWS Giants,Optus Stadium,66,25,0,4.5,1.22,Sydney,-31.9511355,115.8890382,0.0
2020-08-12,19:10:00,Gold Coast,Essendon,People First Stadium,73,73,0,1.68,2.25,Draw,-28.0063039,153.3671008,0.0
2020-08-11,18:05:00,Adelaide,Collingwood,Adelaide Oval,38,62,0,4.25,1.24,Collingwood,-34.9156274,138.5963065,0.0
2020-08-10,18:40:00,Fremantle,Hawthorn,Optus Stadium,48,32,0,2.18,1.72,Fremantle,-31.9511355,115.8890382,31.0
2020-08-10,18:10:00,St Kilda,Geelong,Gabba,34,93,0,2.62,1.52,Geelong,-27.4858376,153.0380853,0.0
2020-08-09,17:40:00,Melbourne,North Melbourne,Adelaide Oval,92,35,0,1.85,2.0,Melbourne,-34.9156274,138.5963065,0.0
2020-08-09,13:35:00,West Coast,Carlton,Optus Stadium,72,50,0,1.25,4.15,West Coast,-31.9511355,115.8890382,4.4
2020-08-08,19:40:00,Brisbane,Western Bulldogs,Gabba,96,72,0,1.4,3.1,Brisbane,-27.4858376,153.0380853,11.6
2020-08-08,16:05:00,Port Adelaide,Richmond,Adelaide Oval,93,72,0,1.77,2.1,Port Adelaide,-34.9156274,138.5963065,0.6
2020-08-07,19:50:00,Essendon,GWS Giants,People First Stadium,55,59,0,3.1,1.4,GWS Giants,-28.0063039,153.3671008,1.0
2020-08-06,20:10:00,Gold Coast,St Kilda,People First Stadium,74,78,0,2.85,1.45,St Kilda,-28.0063039,153.3671008,0.0
2020-08-06,17:40:00,Collingwood,Sydney,Gabba,50,41,0,1.27,4.0,Collingwood,-27.4858376,153.0380853,0.0
2020-08-05,19:40:00,Adelaide,Melbourne,Adelaide Oval,37,88,0,3.7,1.3,Melbourne,-34.9156274,138.5963065,0.0
2020-08-05,17:40:00,Geelong,North Melbourne,Gabba,90,57,0,1.3,3.7,Geelong,-27.4858376,153.0380853,0.0
2020-08-04,19:10:00,Richmond,Brisbane,People First Stadium,82,41,0,2.0,1.85,Richmond,-28.0063039,153.3671008,0.0
2020-08-03,18:40:00,Port Adelaide,Western Bulldogs,Adelaide Oval,55,42,0,1.4,3.1,Port Adelaide,-34.9156274,138.5963065,0.0
2020-08-02,16:10:00,Fremantle,Collingwood,Optus Stadium,61,49,0,3.2,1.38,Fremantle,-31.9511355,115.8890382,0.0
2020-08-02,15:35:00,Gold Coast,GWS Giants,People First Stadium,35,61,0,3.1,1.4,GWS Giants,-28.0063039,153.3671008,0.0
2020-08-01,18:10:00,West Coast,Geelong,Optus Stadium,73,64,0,1.4,3.1,West Coast,-31.9511355,115.8890382,0.0
2020-08-01,17:10:00,St Kilda,Sydney,Gabba,101,48,0,1.42,3.0,St Kilda,-27.4858376,153.0380853,0.0
2020-08-01,14:35:00,North Melbourne,Adelaide,People First Stadium,119,50,0,1.52,2.62,North Melbourne,-28.0063039,153.3671008,0.0
2020-07-31,20:10:00,Essendon,Brisbane,People First Stadium,28,91,0,3.7,1.3,Brisbane,-28.0063039,153.3671008,0.0
2020-07-31,15:40:00,Carlton,Hawthorn,Optus Stadium,58,89,0,1.77,2.1,Hawthorn,-31.9511355,115.8890382,0.0
2020-07-30,19:50:00,Melbourne,Port Adelaide,Gabba,32,83,0,2.3,1.65,Port Adelaide,-27.4858376,153.0380853,0.0
2020-07-29,19:10:00,Western Bulldogs,Richmond,People First Stadium,49,90,0,1.65,2.3,Richmond,-28.0063039,153.3671008,0.0
2020-07-27,18:10:00,Fremantle,Geelong,Optus Stadium,16,48,0,2.68,1.5,Geelong,-31.9511355,115.8890382,4.8
2020-07-26,18:10:00,Melbourne,Brisbane,People First Stadium,49,53,0,2.62,1.52,Brisbane,-28.0063039,153.3671008,100.2
2020-07-26,13:35:00,West Coast,Collingwood,Optus Stadium,111,45,0,1.83,2.02,West Coast,-31.9511355,115.8890382,2.2
2020-07-26,12:35:00,Adelaide,Essendon,Adelaide Oval,59,62,0,2.62,1.52,Essendon,-34.9156274,138.5963065,0.0
2020-07-25,19:10:00,Port Adelaide,St Kilda,Adelaide Oval,44,73,0,1.36,3.3,St Kilda,-34.9156274,138.5963065,0.0
2020-07-25,15:35:00,Sydney,Hawthorn,Sydney Cricket Ground,60,53,0,2.18,1.72,Sydney,-33.8915316,151.2248515,0.0
2020-07-25,13:05:00,North Melbourne,Carlton,Gabba,57,64,0,2.68,1.5,Carlton,-27.4858376,153.0380853,3.2
2020-07-24,19:50:00,GWS Giants,Richmond,ENGIE Stadium,62,50,0,1.56,2.5,GWS Giants,-33.84306979999999,151.0676963,0.0
2020-07-23,19:40:00,Gold Coast,Western Bulldogs,People First Stadium,46,51,0,2.3,1.65,Western Bulldogs,-28.0063039,153.3671008,0.0
2020-07-20,19:10:00,Adelaide,St Kilda,Adelaide Oval,55,78,0,3.5,1.33,St Kilda,-34.9156274,138.5963065,0.6
2020-07-19,16:35:00,Fremantle,West Coast,Optus Stadium,32,62,0,3.5,1.33,West Coast,-31.9511355,115.8890382,0.4
2020-07-19,15:35:00,Hawthorn,Melbourne,ENGIE Stadium,48,91,0,1.78,2.05,Melbourne,-33.84306979999999,151.0676963,0.0
2020-07-19,13:05:00,Carlton,Port Adelaide,Gabba,61,64,0,2.7,1.47,Port Adelaide,-27.4858376,153.0380853,0.0
2020-07-18,19:40:00,Richmond,North Melbourne,People First Stadium,77,23,0,1.63,2.35,Richmond,-28.0063039,153.3671008,0.0
2020-07-18,16:35:00,Sydney,Gold Coast,Sydney Cricket Ground,60,92,0,2.02,1.83,Gold Coast,-33.8915316,151.2248515,2.0
2020-07-18,13:45:00,GWS Giants,Brisbane,ENGIE Stadium,68,88,0,1.87,1.95,Brisbane,-33.84306979999999,151.0676963,0.0
2020-07-17,19:50:00,Essendon,Western Bulldogs,People First Stadium,51,93,0,2.18,1.72,Western Bulldogs,-28.0063039,153.3671008,0.0
2020-07-16,18:10:00,Geelong,Collingwood,Optus Stadium,35,57,0,1.97,1.87,Collingwood,-31.9511355,115.8890382,1.0
2020-07-12,18:45:00,Carlton,Western Bulldogs,People First Stadium,103,51,0,2.55,1.54,Carlton,-28.0063039,153.3671008,0.0
2020-07-12,15:35:00,Richmond,Sydney,Gabba,34,26,0,1.75,2.1,Richmond,-27.4858376,153.0380853,0.2
2020-07-12,13:05:00,Port Adelaide,GWS Giants,People First Stadium,63,46,0,1.91,1.91,Port Adelaide,-28.0063039,153.3671008,0.0
2020-07-11,19:40:00,Essendon,North Melbourne,People First Stadium,67,53,0,1.63,2.35,Essendon,-28.0063039,153.3671008,0.8
2020-07-11,18:05:00,Melbourne,Gold Coast,ENGIE Stadium,80,63,0,1.6,2.4,Melbourne,-33.84306979999999,151.0676963,3.8
2020-07-11,15:05:00,West Coast,Adelaide,Gabba,67,34,0,1.14,5.75,West Coast,-27.4858376,153.0380853,0.6
2020-07-11,12:35:00,Fremantle,St Kilda,People First Stadium,79,73,0,2.75,1.45,Fremantle,-28.0063039,153.3671008,0.8
2020-07-10,19:50:00,Collingwood,Hawthorn,ENGIE Stadium,59,27,0,1.72,2.18,Collingwood,-33.84306979999999,151.0676963,0.0
2020-07-09,19:40:00,Geelong,Brisbane,Sydney Cricket Ground,73,46,0,2.3,1.65,Geelong,-33.8915316,151.2248515,0.0
2020-07-05,18:10:00,GWS Giants,Hawthorn,ENGIE Stadium,83,49,0,1.75,2.15,GWS Giants,-33.84306979999999,151.0676963,0.0
2020-07-05,13:35:00,Melbourne,Richmond,MCG,52,79,0,2.65,1.48,Richmond,28.4594965,77.0266383,49.0
2020-07-05,13:05:00,Adelaide,Fremantle,People First Stadium,34,54,0,2.45,1.56,Fremantle,-28.0063039,153.3671008,0.0
2020-07-04,19:40:00,Brisbane,Port Adelaide,Gabba,85,48,0,1.97,1.87,Brisbane,-27.4858376,153.0380853,0.0
2020-07-04,19:40:00,Western Bulldogs,North Melbourne,Marvel Stadium,87,38,0,1.72,2.18,Western Bulldogs,-37.8165647,144.9475055,6.4
2020-07-04,16:35:00,Geelong,Gold Coast,GMHBA Stadium,89,52,0,1.24,4.25,Geelong,-38.1579979,144.354673,5.4
2020-07-04,13:45:00,West Coast,Sydney,People First Stadium,77,43,0,1.58,2.4,West Coast,-28.0063039,153.3671008,0.8
2020-07-03,19:50:00,Collingwood,Essendon,MCG,48,63,0,1.33,3.5,Essendon,28.4594965,77.0266383,
2020-07-02,19:40:00,Carlton,St Kilda,Marvel Stadium,55,73,0,2.05,1.8,St Kilda,-37.8165647,144.9475055,0.8
2020-06-28,18:05:00,Hawthorn,North Melbourne,Marvel Stadium,58,54,0,1.6,2.4,Hawthorn,-37.8165647,144.9475055,0.0
2020-06-28,15:35:00,Melbourne,Geelong,MCG,44,47,0,2.5,1.54,Geelong,28.4594965,77.0266383,
2020-06-28,13:05:00,Brisbane,Adelaide,Gabba,83,46,0,1.12,6.25,Brisbane,-27.4858376,153.0380853,0.4
2020-06-27,19:40:00,Essendon,Carlton,MCG,51,52,0,1.75,2.15,Carlton,28.4594965,77.0266383,0.0
2020-06-27,19:40:00,Gold Coast,Fremantle,People First Stadium,64,51,0,1.7,2.22,Gold Coast,-28.0063039,153.3671008,0.0
2020-06-27,16:45:00,St Kilda,Richmond,Marvel Stadium,93,67,0,3.3,1.36,St Kilda,-37.8165647,144.9475055,0.0
2020-06-27,13:45:00,Port Adelaide,West Coast,People First Stadium,89,41,0,1.62,2.3,Port Adelaide,-28.0063039,153.3671008,0.0
2020-06-26,19:50:00,GWS Giants,Collingwood,ENGIE Stadium,66,64,0,2.02,1.83,GWS Giants,-33.84306979999999,151.0676963,0.0
2020-06-25,19:40:00,Sydney,Western Bulldogs,Sydney Cricket Ground,39,67,0,1.7,2.22,Western Bulldogs,-33.8915316,151.2248515,0.0
2020-06-21,20:05:00,Fremantle,Port Adelaide,People First Stadium,41,70,0,3.0,1.42,Port Adelaide,-28.0063039,153.3671008,0.0
2020-06-21,15:05:00,Gold Coast,Adelaide,People First Stadium,82,29,0,1.87,1.95,Gold Coast,-28.0063039,153.3671008,0.0
2020-06-20,19:40:00,Brisbane,West Coast,Gabba,74,44,0,1.83,2.02,Brisbane,-27.4858376,153.0380853,1.8
2020-06-20,19:40:00,Geelong,Carlton,GMHBA Stadium,77,79,0,1.22,4.5,Carlton,-38.1579979,144.354673,0.2
2020-06-20,16:35:00,Collingwood,St Kilda,MCG,81,37,0,1.5,2.68,Collingwood,28.4594965,77.0266383,5.1
2020-06-20,13:45:00,North Melbourne,Sydney,Marvel Stadium,60,71,0,1.56,2.45,Sydney,-37.8165647,144.9475055,2.2
2020-06-19,19:50:00,Western Bulldogs,GWS Giants,Marvel Stadium,57,33,0,2.18,1.72,Western Bulldogs,-37.8165647,144.9475055,0.0
2020-06-18,19:40:00,Richmond,Hawthorn,MCG,39,71,0,1.58,2.45,Hawthorn,28.4594965,77.0266383,
2020-06-14,18:05:00,St Kilda,Western Bulldogs,Marvel Stadium,88,49,0,2.25,1.68,St Kilda,-37.8165647,144.9475055,6.0
2020-06-14,15:35:00,Sydney,Essendon,Sydney Cricket Ground,73,79,0,1.75,2.1,Essendon,-33.8915316,151.2248515,7.8
2020-06-14,13:05:00,GWS Giants,North Melbourne,ENGIE Stadium,60,80,0,1.33,3.35,North Melbourne,-33.84306979999999,151.0676963,6.6
2020-06-13,19:40:00,Gold Coast,West Coast,People First Stadium,90,46,0,6.0,1.15,Gold Coast,-28.0063039,153.3671008,0.0
2020-06-13,19:10:00,Port Adelaide,Adelaide,Adelaide Oval,110,35,0,1.45,2.85,Port Adelaide,-34.9156274,138.5963065,0.0
2020-06-13,16:35:00,Carlton,Melbourne,Marvel Stadium,53,54,0,2.3,1.65,Melbourne,-37.8165647,144.9475055,0.0
2020-06-13,13:45:00,Brisbane,Fremantle,Gabba,81,69,0,1.36,3.2,Brisbane,-27.4858376,153.0380853,0.0
2020-06-12,19:50:00,Geelong,Hawthorn,GMHBA Stadium,108,47,0,1.65,2.3,Geelong,-38.1579979,144.354673,0.0
2020-06-11,19:40:00,Collingwood,Richmond,MCG,36,36,0,2.4,1.6,Draw,28.4594965,77.0266383,
2020-03-22,15:20:00,West Coast,Melbourne,Optus Stadium,78,51,0,1.3,3.6,West Coast,-31.9511355,115.8890382,0.0
2020-03-22,15:20:00,Hawthorn,Brisbane,MCG,90,62,0,1.77,2.1,Hawthorn,28.4594965,77.0266383,
2020-03-22,13:10:00,North Melbourne,St Kilda,Marvel Stadium,56,54,0,1.8,2.05,North Melbourne,-37.8165647,144.9475055,0.0
2020-03-21,18:40:00,Gold Coast,Port Adelaide,People First Stadium,29,76,0,3.0,1.4,Port Adelaide,-28.0063039,153.3671008,0.0
2020-03-21,19:40:00,GWS Giants,Geelong,ENGIE Stadium,105,73,0,1.52,2.62,GWS Giants,-33.84306979999999,151.0676963,0.0
2020-03-21,16:05:00,Adelaide,Sydney,Adelaide Oval,71,74,0,1.7,2.22,Sydney,-34.9156274,138.5963065,0.0
2020-03-21,13:45:00,Essendon,Fremantle,Marvel Stadium,63,57,0,1.38,3.2,Essendon,-37.8165647,144.9475055,0.2
2020-03-20,19:50:00,Western Bulldogs,Collingwood,Marvel Stadium,34,86,0,1.83,2.02,Collingwood,-37.8165647,144.9475055,0.0
2020-03-19,19:40:00,Richmond,Carlton,MCG,105,81,0,1.24,4.25,Richmond,28.4594965,77.0266383,
2019-09-28,14:30:00,Richmond,GWS Giants,MCG,114,25,1,1.42,3.1,Richmond,28.4594965,77.0266383,
2019-09-21,16:35:00,Collingwood,GWS Giants,MCG,52,56,1,1.28,3.85,GWS Giants,28.4594965,77.0266383,0.0
2019-09-20,19:50:00,Richmond,Geelong,MCG,85,66,1,1.36,3.3,Richmond,28.4594965,77.0266383,0.3
2019-09-14,16:35:00,Brisbane,GWS Giants,Gabba,80,83,1,1.7,2.22,GWS Giants,-27.4858376,153.0380853,0.0
2019-09-13,19:50:00,Geelong,West Coast,MCG,88,68,1,1.83,2.02,Geelong,28.4594965,77.0266383,
2019-09-07,19:25:00,Brisbane,Richmond,Gabba,65,112,1,2.3,1.65,Richmond,-27.4858376,153.0380853,0.0
2019-09-07,15:20:00,GWS Giants,Western Bulldogs,ENGIE Stadium,113,55,1,1.75,2.15,GWS Giants,-33.84306979999999,151.0676963,0.2
2019-09-06,19:50:00,Geelong,Collingwood,MCG,51,61,1,1.72,2.18,Collingwood,28.4594965,77.0266383,
2019-09-05,18:10:00,West Coast,Essendon,Optus Stadium,116,61,1,1.22,4.5,West Coast,-31.9511355,115.8890382,0.0
2019-08-25,16:10:00,Port Adelaide,Fremantle,Adelaide Oval,110,67,0,1.27,4.0,Port Adelaide,-34.9156274,138.5963065,0.0
2019-08-25,15:20:00,Richmond,Brisbane,MCG,82,55,0,1.36,3.3,Richmond,28.4594965,77.0266383,0.3
2019-08-25,13:10:00,Western Bulldogs,Adelaide,Mars Stadium,121,87,0,1.35,3.35,Western Bulldogs,-37.5386209,143.8479833,0.8
2019-08-24,18:10:00,West Coast,Hawthorn,Optus Stadium,67,105,0,1.24,4.25,Hawthorn,-31.9511355,115.8890382,0.2
2019-08-24,19:25:00,Gold Coast,GWS Giants,People First Stadium,55,127,0,10.0,1.07,GWS Giants,-28.0063039,153.3671008,0.0
2019-08-24,16:35:00,Geelong,Carlton,GMHBA Stadium,129,61,0,1.15,6.0,Geelong,-38.1579979,144.354673,0.0
2019-08-24,14:10:00,North Melbourne,Melbourne,Blundstone Arena,88,83,0,1.27,4.0,North Melbourne,-42.8772963,147.3740128,0.0
2019-08-24,13:45:00,Sydney,St Kilda,Sydney Cricket Ground,109,64,0,1.36,3.3,Sydney,-33.8915316,151.2248515,0.0
2019-08-23,19:50:00,Collingwood,Essendon,MCG,76,65,0,1.18,5.2,Collingwood,28.4594965,77.0266383,0.0
2019-08-18,16:40:00,Hawthorn,Gold Coast,Marvel Stadium,118,48,0,1.03,15.0,Hawthorn,-37.8165647,144.9475055,0.0
2019-08-18,15:20:00,GWS Giants,Western Bulldogs,ENGIE Stadium,65,126,0,1.72,2.18,Western Bulldogs,-33.84306979999999,151.0676963,0.0
2019-08-18,13:10:00,Richmond,West Coast,MCG,88,82,0,1.54,2.55,Richmond,28.4594965,77.0266383,10.9
2019-08-17,18:10:00,Fremantle,Essendon,Optus Stadium,55,87,0,1.6,2.4,Essendon,-31.9511355,115.8890382,26.6
2019-08-17,19:25:00,North Melbourne,Port Adelaide,Marvel Stadium,144,58,0,2.18,1.72,North Melbourne,-37.8165647,144.9475055,3.6
2019-08-17,16:35:00,Adelaide,Collingwood,Adelaide Oval,48,114,0,1.63,2.35,Collingwood,-34.9156274,138.5963065,0.0
2019-08-17,14:10:00,Brisbane,Geelong,Gabba,75,74,0,1.68,2.25,Brisbane,-27.4858376,153.0380853,0.0
2019-08-17,13:45:00,Carlton,St Kilda,MCG,78,68,0,2.02,1.83,Carlton,28.4594965,77.0266383,5.1
2019-08-16,19:50:00,Melbourne,Sydney,MCG,42,95,0,1.7,2.22,Sydney,28.4594965,77.0266383,0.0
2019-08-11,14:40:00,West Coast,Adelaide,Optus Stadium,90,80,0,1.17,5.4,West Coast,-31.9511355,115.8890382,0.0
